HomePlanet,CryoSleep,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Name,FamilyNumber,TotalExpenses,Corridor,Room,Side
Europa,1,TRAPPIST-1e,57.0,0,0.0,0.0,0.0,0.0,0.0,Skyrmak Mormonized,3608,0.0,D,122,P
Earth,0,TRAPPIST-1e,47.0,0,42.0,509.0,0.0,0.0,1057.0,Elene Mayder,8983,1608.0,E,576,P
Europa,0,TRAPPIST-1e,30.0,0,14.0,12045.0,0.0,2121.0,0.0,Noname Fawnsive,0933,14180.0,C,35,P
Earth,1,TRAPPIST-1e,3.0,0,0.0,0.0,0.0,0.0,0.0,Min Tranciams,5719,0.0,G,918,P
Europa,0,TRAPPIST-1e,60.0,0,0.0,466.7652925531915,947.0,668.0,1.0,Noname Crakete,9034,1616.0,D,288,P
Earth,0,TRAPPIST-1e,30.0,0,148.0,0.0,0.0,619.0,34.0,Nathy Griffince,4848,801.0,F,986,P
Europa,0,TRAPPIST-1e,27.0,0,0.0,2318.0,1127.0,2423.0,115.0,Azim Geatenth,7974,5983.0,C,259,P
Earth,0,TRAPPIST-1e,26.0,0,0.0,2811.0,957.0,0.0,87.0,Leence Carezquez,0098,3855.0,G,11,P
Earth,0,TRAPPIST-1e,28.0,0,0.0,292.0,1039.0,1.0,489.0,Thell Reilline,6043,1821.0,G,978,P
Earth,0,TRAPPIST-1e,63.0,0,0.0,281.0,94.0,0.0,270.0,Alancy Collinson,5165,645.0,F,989,S
Earth,0,TRAPPIST-1e,34.0,0,6.0,878.0,0.0,10.0,2203.0,Salas Sempribly,6313,3097.0,D,190,S
Mars,0,TRAPPIST-1e,13.0,0,1008.0,667.0,8.0,0.0,306.23469727212245,Bants Cako,3862,1683.0,F,729,S
Europa,1,55 Cancri e,25.0,0,0.0,0.0,0.0,0.0,0.0,Merabik Dister,5960,0.0,C,222,S
Earth,1,TRAPPIST-1e,35.0,0,0.0,0.0,0.0,0.0,0.0,Neilda Rostarks,6302,0.0,G,1015,P
Earth,0,TRAPPIST-1e,3.0,0,0.0,0.0,0.0,0.0,0.0,Noname Kirks,2272,0.0,G,367,P
Earth,0,TRAPPIST-1e,43.0,0,0.0,788.0,0.0,0.0,1191.0,Carley Gardonadox,3185,1979.0,F,601,S
Earth,1,TRAPPIST-1e,4.0,0,0.0,0.0,0.0,0.0,0.0,Crisey Georgasey,5182,0.0,G,836,P
Europa,0,TRAPPIST-1e,40.0,0,0.0,3508.0,761.0,12.0,32.0,Okulas Blercat,7387,4313.0,C,240,P
Mars,0,TRAPPIST-1e,35.0,0,741.0,0.0,31.0,0.0,36.0,Hion Frasp,3062,808.0,D,99,S
Europa,1,55 Cancri e,19.0,0,0.0,0.0,0.0,0.0,0.0,Stra Boltund,3337,0.0,B,125,S
Earth,0,55 Cancri e,4.0,0,0.0,0.0,0.0,0.0,0.0,Jacque Vandan,5601,0.0,G,904,S
Earth,0,TRAPPIST-1e,27.0,0,0.0,867.0,0.0,128.0,363.0,Stald Cooks,4197,1358.0,F,786,S
Europa,1,55 Cancri e,39.0,0,0.0,0.0,0.0,0.0,0.0,Wasatz Spistory,1008,0.0,C,39,S
Earth,1,55 Cancri e,22.0,0,0.0,0.0,0.0,0.0,0.0,Letty Wellenez,3171,0.0,G,502,S
Earth,1,PSO J318.5-22,4.0,0,0.0,0.0,0.0,0.0,0.0,Wally Conney,4305,0.0,G,707,P
Earth,0,PSO J318.5-22,26.0,0,86.0,377.0,0.0,0.0,77.0,Samana Handertiz,3461,540.0,G,569,P
Earth,0,TRAPPIST-1e,58.0,0,1366.0,257.0,0.0,0.0,311.0,Elancy Alentonway,7520,1934.0,F,1559,P
Earth,0,TRAPPIST-1e,21.0,0,41.0,651.0,2.0,29.0,0.0,Monah Harry,5186,723.0,F,1058,P
Earth,0,TRAPPIST-1e,19.0,0,72.0,5.0,0.0,342.0,188.0,Verly Emenez,0946,607.0,F,198,P
Earth,0,TRAPPIST-1e,23.0,0,0.0,565.0,0.0,35.0,188.0,Monard Cartez,8789,788.0,E,576,S
Earth,0,TRAPPIST-1e,35.0,0,753.0,335.0,1.0,348.0,0.0,Patoya Hersons,5582,1437.0,G,893,P
Mars,1,TRAPPIST-1e,47.0,0,0.0,0.0,0.0,0.0,0.0,Minies Hotty,8348,0.0,E,532,P
Mars,0,TRAPPIST-1e,26.0,0,1632.0,0.0,80.0,7.0,0.0,Beal Soun,3988,1719.0,D,134,P
Europa,0,TRAPPIST-1e,33.0,1,0.0,7139.0,22.0,0.0,553.0,Duhratz Clumshangs,1540,7714.0,C,55,P
Europa,0,PSO J318.5-22,11.0,1,0.0,2191.0,863.0,207.0,6262.0,Menkin Cluted,8862,9523.0,C,329,S
Earth,0,TRAPPIST-1e,18.0,0,457.0,0.0,11.0,335.0,0.0,Tammyl Delangleton,7133,803.0,F,1368,S
Mars,1,TRAPPIST-1e,27.0,0,0.0,0.0,0.0,0.0,0.0,Noname Cure,6462,0.0,F,1233,S
Earth,1,TRAPPIST-1e,12.0,0,0.0,0.0,0.0,0.0,0.0,Joandy Chapmaney,5822,0.0,G,939,P
Mars,0,TRAPPIST-1e,18.0,0,0.0,0.0,0.0,0.0,0.0,Gous Empie,6449,0.0,E,430,S
Europa,0,TRAPPIST-1e,23.0,0,69.0,6101.0,0.0,0.0,214.0,Grum Stersetery,6921,6384.0,C,255,S
Earth,0,55 Cancri e,60.0,0,0.0,0.0,0.0,8.0,698.0,Allena Currisones,6784,706.0,G,1102,S
Mars,0,TRAPPIST-1e,18.0,0,1102.0,9.0,2628.0,0.0,0.0,Cindee Flé,2592,3739.0,D,75,P
Earth,1,TRAPPIST-1e,40.0,0,0.0,0.0,0.0,0.0,0.0,Verney Medington,4706,0.0,G,762,P
Earth,1,TRAPPIST-1e,4.0,0,0.0,0.0,0.0,0.0,0.0,Gailia Jorden,8796,0.0,G,1418,S
Europa,1,55 Cancri e,14.0,0,0.0,0.0,0.0,0.0,0.0,Alhail Stioutody,6779,0.0,B,258,S
Mars,1,TRAPPIST-1e,42.0,0,0.0,0.0,0.0,0.0,0.0,Coate Buche,3775,0.0,F,712,S
Earth,0,TRAPPIST-1e,21.0,0,0.0,31.0,2076.0,77.0,0.0,Candra Weberts,6501,2184.0,F,1240,S
Earth,0,TRAPPIST-1e,17.0,0,372.0,0.0,477.0,0.0,0.0,Prilly Jacostarks,4657,849.0,G,756,P
Mars,1,TRAPPIST-1e,31.0,0,0.0,0.0,0.0,0.0,0.0,Sce Meake,3132,0.0,F,649,P
Europa,0,55 Cancri e,31.0,0,2.0,8747.0,0.0,4840.0,14485.0,Wezena Frattyring,4181,28074.0,C,133,P
Earth,0,TRAPPIST-1e,24.0,0,19.0,676.0,0.0,26.0,0.0,Gretty Pentss,2580,721.0,G,412,S
Europa,1,TRAPPIST-1e,50.0,0,0.0,0.0,0.0,0.0,0.0,Spuri Clunic,2365,0.0,D,71,P
Earth,0,PSO J318.5-22,16.0,0,112.0,0.0,38.0,77.0,443.0,Marky Lanks,1817,670.0,F,349,S
Europa,0,TRAPPIST-1e,40.0,0,0.0,331.0,0.0,0.0,1687.0,Aldeba Bootious,0110,2018.0,B,5,P
Earth,0,TRAPPIST-1e,51.0,0,542.0,0.0,360.0,0.0,0.0,Card Dicksons,5756,902.0,F,1194,P
Europa,0,55 Cancri e,30.0,0,0.0,3628.0,289.0,1737.0,4987.0,Tauva Cowsearney,1258,10641.0,A,10,P
Mars,1,TRAPPIST-1e,20.0,0,0.0,0.0,0.0,0.0,0.0,Poot Cooki,4819,0.0,F,980,P
Europa,0,55 Cancri e,74.0,0,0.0,1026.0,0.0,6616.0,119.0,Alik Spirfuent,3433,7761.0,C,114,P
Earth,1,TRAPPIST-1e,1.0,0,0.0,0.0,0.0,0.0,0.0,Beula Clemondsey,9081,0.0,F,1858,P
Earth,1,55 Cancri e,55.0,0,0.0,0.0,0.0,0.0,0.0,Paulas Schmondez,9122,0.0,G,1469,S
Europa,1,TRAPPIST-1e,37.0,0,0.0,0.0,0.0,0.0,0.0,Caphirk Matimple,7870,0.0,B,257,P
Earth,0,PSO J318.5-22,33.0,0,0.0,688.0,2.0,0.0,426.0,Anda Cartez,9173,1116.0,F,1876,P
Earth,1,TRAPPIST-1e,32.0,0,0.0,0.0,0.0,0.0,0.0,Hanna Johnshines,0172,0.0,G,24,P
Mars,1,TRAPPIST-1e,36.0,0,0.0,0.0,0.0,0.0,0.0,Ber Sad,6112,0.0,F,1264,P
Earth,1,TRAPPIST-1e,11.0,0,0.0,0.0,0.0,0.0,0.0,Walley Sweekstarks,0984,0.0,G,150,S
Earth,0,TRAPPIST-1e,41.0,0,338.0,0.0,377.0,2.0,86.0,Shard Mayods,1384,803.0,F,269,S
Europa,0,TRAPPIST-1e,42.0,0,0.0,890.0,2929.0,352.0,4898.0,Gluinol Fueling,5561,9069.0,A,51,P
Earth,1,PSO J318.5-22,28.0,0,0.0,0.0,0.0,0.0,0.0,Shard Georgasey,3294,0.0,G,537,P
Europa,0,55 Cancri e,21.0,0,0.0,846.0,4407.0,0.0,2491.0,Achiram Turtertive,8969,7744.0,C,299,P
Earth,0,TRAPPIST-1e,13.0,0,898.0,0.0,0.0,314.1307461692205,24.0,Aarone Lewintos,6317,922.0,F,1208,S
Earth,0,55 Cancri e,37.0,0,88.0,0.0,719.0,88.0,0.0,Rickie Mclarseney,8827,895.0,F,1820,P
Europa,1,55 Cancri e,37.0,0,0.0,0.0,0.0,0.0,0.0,Spurin Amonsmane,6931,0.0,C,222,P
Earth,1,PSO J318.5-22,19.0,0,0.0,0.0,0.0,0.0,0.0,Teryla Welltonces,7573,0.0,G,1217,P
Earth,0,TRAPPIST-1e,53.0,0,19.0,81.0,85.0,768.0,489.0,Joycey Toddleton,4617,1442.0,F,866,S
Europa,0,55 Cancri e,40.0,0,0.0,1677.0,0.0,109.0,320.0,Eltard Slable,6400,2106.0,A,76,S
Europa,0,TRAPPIST-1e,37.0,0,0.0,216.0,0.0,5391.0,3372.0,Tard Monfulewss,3020,8979.0,B,112,S
Earth,0,TRAPPIST-1e,29.0,0,0.0,1311.0,0.0,0.0,0.0,Kendre Coolerson,2892,1311.0,F,598,P
Earth,0,PSO J318.5-22,63.0,0,356.0,287.0,0.0,0.0,248.0,Byrona Alfordonard,1465,891.0,G,233,P
Europa,0,TRAPPIST-1e,58.0,0,1113.0,1650.0,0.0,194.0,510.0,Ziba Belstrut,2707,3467.0,B,103,S
Earth,0,TRAPPIST-1e,29.0,0,0.0,2.0,66.0,0.0,705.0,Carma Oneiles,0205,773.0,G,34,S
Europa,1,TRAPPIST-1e,67.0,0,0.0,0.0,0.0,0.0,0.0,Castra Exibuctich,3798,0.0,E,253,S
Mars,0,TRAPPIST-1e,43.0,1,353.0,896.0,0.0,0.0,2.0,Push Wate,0403,1251.0,D,13,P
Earth,1,TRAPPIST-1e,50.0,0,0.0,0.0,0.0,0.0,0.0,Robyna Loway,4432,0.0,G,728,P
Earth,0,TRAPPIST-1e,18.0,0,0.0,625.0,0.0,0.0,356.0,Herina Parklaney,5750,981.0,E,363,P
Earth,0,TRAPPIST-1e,55.0,0,1.0,0.0,58.0,0.0,802.0,Maryne Kellyons,9079,861.0,E,595,S
Europa,1,TRAPPIST-1e,34.0,0,0.0,0.0,0.0,0.0,0.0,Neutrix Cisorter,2594,0.0,B,98,S
Europa,1,55 Cancri e,53.0,0,0.0,0.0,0.0,0.0,0.0,Alheneb Unpasine,0504,0.0,B,19,S
Mars,0,TRAPPIST-1e,46.0,0,1454.0,0.0,81.0,38.0,0.0,Anamse Dal,1027,1573.0,F,211,P
Earth,1,TRAPPIST-1e,2.0,0,0.0,0.0,0.0,0.0,0.0,Racyle Woodwardy,6452,0.0,G,1044,P
Earth,0,TRAPPIST-1e,18.0,0,358.0,336.0,0.0,0.0,0.0,Rhonya Fitzgerson,6381,694.0,F,1323,P
Earth,0,55 Cancri e,44.0,0,672.0,0.0,0.0,0.0,20.0,Jacky Hortis,2840,692.0,F,540,S
Earth,0,TRAPPIST-1e,22.0,0,593.0,34.0,0.0,0.0,0.0,Annard Merce,7234,627.0,G,1163,P
Mars,1,TRAPPIST-1e,42.0,0,0.0,0.0,0.0,0.0,0.0,Rohs Reke,0221,0.0,E,13,S
Mars,1,TRAPPIST-1e,21.0,0,0.0,0.0,0.0,0.0,0.0,Lles Buncy,2094,0.0,F,415,P
Mars,0,TRAPPIST-1e,19.0,0,631.0,0.0,834.0,304.0,0.0,Wacks Depie,0965,1769.0,F,178,S
Europa,1,55 Cancri e,23.0,0,0.0,0.0,0.0,0.0,0.0,Gieba Rodwative,7361,0.0,C,239,P
Earth,0,TRAPPIST-1e,55.0,0,42.0,4.0,1215.0,0.0,3.0,Gayla Leonzaley,3584,1264.0,F,676,S
Mars,0,TRAPPIST-1e,19.0,0,37.0,0.0,1288.0,0.0,0.0,Hoces Wala,7628,1325.0,F,1584,P
Earth,0,TRAPPIST-1e,26.0,0,0.0,3.0,176.0,611.0,0.0,Briane Morrows,1886,790.0,E,141,S
Earth,1,PSO J318.5-22,25.0,0,0.0,0.0,0.0,0.0,0.0,Craine Carpentley,8380,0.0,G,1367,P
Mars,1,TRAPPIST-1e,36.0,0,0.0,0.0,0.0,0.0,0.0,Blesh Che,2474,0.0,F,475,S
Earth,0,TRAPPIST-1e,24.0,0,621.0,0.0,0.0,0.0,0.0,Nance Flemaney,1288,621.0,G,192,P
Earth,1,TRAPPIST-1e,13.0,0,0.0,0.0,0.0,0.0,0.0,Darlie Morrencis,5227,0.0,G,849,S
Earth,0,TRAPPIST-1e,23.0,0,0.0,456.0,2624.0,912.0,8.0,Leene Griffince,5859,4000.0,E,371,P
Europa,0,TRAPPIST-1e,29.0,0,0.0,2972.0,170.72672872340425,28.0,188.0,Chain Reedectied,9250,3188.0,E,597,P
Earth,1,55 Cancri e,27.0,0,0.0,0.0,0.0,0.0,0.0,Sharie Cleang,1350,0.0,G,206,S
Earth,0,TRAPPIST-1e,24.0,0,70.0,160.0,340.0,0.0,336.0,Wilmay Barbes,1325,906.0,E,97,S
Earth,0,TRAPPIST-1e,37.0,0,190.0,0.0,2.0,799.0,0.0,Jillie Carrishley,3424,991.0,E,233,S
Earth,0,55 Cancri e,30.0,0,25.0,245.0,198.0,2.0,321.0,Lorian Milton,4754,791.0,E,307,S
Mars,1,TRAPPIST-1e,10.0,0,0.0,0.0,0.0,0.0,0.0,Rowls Can,4044,0.0,F,765,S
Earth,0,TRAPPIST-1e,19.0,0,0.0,3.0,946.0,0.0,0.0,Gwendy Sykess,1375,949.0,F,267,S
Mars,0,TRAPPIST-1e,24.0,0,10.0,49.0,170.72672872340425,1497.0,10.0,Swack Fate,5886,1566.0,F,1216,P
Mars,1,TRAPPIST-1e,19.0,0,0.0,0.0,0.0,0.0,0.0,Supies Biba,5173,0.0,F,1057,P
Earth,0,55 Cancri e,44.0,0,0.0,0.0,608.0,0.0,91.0,Gerte Garnes,4256,699.0,F,880,P
Mars,1,TRAPPIST-1e,43.0,0,0.0,0.0,0.0,0.0,0.0,Skies Oncy,3561,0.0,F,738,P
Earth,1,PSO J318.5-22,13.0,0,0.0,0.0,0.0,0.0,0.0,Annya Blange,0322,0.0,G,45,S
Mars,0,TRAPPIST-1e,21.0,0,1242.0,0.0,654.0,0.0,0.0,Toat Nanie,8287,1896.0,E,542,S
Earth,0,PSO J318.5-22,42.0,0,0.0,440.0,0.0,0.0,334.0,Ninaha Deckerson,4167,774.0,E,94,B
Earth,0,TRAPPIST-1e,18.0,0,855.0,0.0,51.0,0.0,0.0,Jimen Andackson,1117,906.0,E,63,P
Europa,1,TRAPPIST-1e,15.0,0,0.0,0.0,0.0,0.0,0.0,Thallah Unteckery,3850,0.0,C,137,S
Earth,1,PSO J318.5-22,30.0,0,0.0,0.0,0.0,0.0,0.0,Wandy Deckerson,4827,0.0,G,789,S
Earth,0,TRAPPIST-1e,25.0,0,1.0,0.0,1.0,14.0,1491.0,Erine Joyneidez,8447,1507.0,F,1734,P
Earth,1,TRAPPIST-1e,16.0,0,0.0,0.0,0.0,0.0,0.0,Margia Wriggins,0301,0.0,T,111,B
Earth,0,TRAPPIST-1e,30.0,0,0.0,236.0,0.0,1149.0,0.0,Hary Wiggson,2187,1385.0,F,437,P
Europa,1,TRAPPIST-1e,48.0,0,0.0,0.0,0.0,0.0,0.0,Minkark Motled,5181,0.0,B,175,P
Earth,1,PSO J318.5-22,28.0,0,0.0,0.0,0.0,0.0,0.0,Dawne Bushallert,6492,0.0,G,1055,S
Europa,0,TRAPPIST-1e,65.0,0,0.0,1420.0,170.72672872340425,85.0,827.0,Grasath Undrude,6413,2332.0,A,77,S
Mars,0,55 Cancri e,24.0,0,1363.0,0.0,50.0,0.0,0.0,Puffs Facle,4172,1413.0,F,856,P
Earth,1,TRAPPIST-1e,18.0,0,0.0,0.0,0.0,0.0,0.0,Alfrey Corman,1153,0.0,G,174,P
Earth,0,TRAPPIST-1e,24.0,0,156.0,0.0,364.0,489.0,383.0,Clindy Joycerton,5725,1392.0,F,1094,S
Earth,0,TRAPPIST-1e,18.0,0,0.0,0.0,0.0,0.0,2141.0,Isa Anthompson,7793,2141.0,F,1617,P
Earth,0,TRAPPIST-1e,16.0,0,0.0,68.0,1541.0,0.0,0.0,Yvonna Cooperkins,6322,1609.0,E,419,S
Earth,0,55 Cancri e,35.0,0,0.0,71.0,631.0,0.0,0.0,Lilasa Thonyderson,6964,702.0,F,1444,P
Earth,0,TRAPPIST-1e,30.0,0,0.0,4.0,1604.0,678.0,1681.0,Therie Stephendsey,3138,3967.0,T,184,S
Earth,0,TRAPPIST-1e,23.0,0,0.0,723.0,1.0,0.0,0.0,Lloyde Kimons,6068,724.0,F,1154,S
Europa,1,55 Cancri e,19.0,0,0.0,0.0,0.0,0.0,0.0,Arrain Fordulgaug,6921,0.0,C,255,S
Earth,0,TRAPPIST-1e,18.0,0,0.0,17.0,0.0,0.0,784.0,Vivia Harry,3804,801.0,F,783,P
Earth,0,TRAPPIST-1e,5.0,0,0.0,0.0,0.0,0.0,0.0,Armen Ellson,6030,0.0,G,981,S
Earth,0,55 Cancri e,12.0,0,0.0,0.0,0.0,0.0,0.0,Glenna Gordond,6168,0.0,G,999,S
Earth,0,PSO J318.5-22,32.0,0,388.0,0.0,0.0,439.0,0.0,Warry Bertiz,6517,827.0,F,1350,P
Earth,0,TRAPPIST-1e,14.0,0,0.0,6.0,791.0,49.0,0.0,Dell Kerristicey,6730,846.0,G,1096,S
Mars,1,TRAPPIST-1e,19.0,0,0.0,0.0,0.0,0.0,0.0,Forms Merte,4130,0.0,E,137,B
Earth,1,55 Cancri e,0.0,0,0.0,0.0,0.0,0.0,0.0,Tonnie Blange,6662,0.0,G,1087,S
Earth,0,TRAPPIST-1e,43.0,0,957.0,0.0,1.0,0.0,39.0,Paulie Stephendsey,4973,997.0,E,309,P
Europa,0,55 Cancri e,29.0,0,0.0,3344.0,0.0,118.0,972.0,Dilatik Kiling,0642,4434.0,C,25,S
Mars,0,TRAPPIST-1e,19.0,0,30.0,0.0,42.0,3565.0,7.0,Kohs Pien,4424,3644.0,E,287,S
Europa,1,55 Cancri e,29.0,0,0.0,0.0,0.0,0.0,0.0,Wayne Phillips,4785,0.0,B,159,P
Earth,0,TRAPPIST-1e,35.0,0,4.0,53.0,0.0,0.0,844.0,Gabria Batestonley,7542,901.0,F,1442,S
Europa,0,55 Cancri e,35.0,0,0.0,4618.0,0.0,324.0,12061.0,Asterf Boltund,5466,17003.0,B,185,P
Europa,1,55 Cancri e,27.0,0,0.0,0.0,0.0,0.0,0.0,Bottom Dindeng,5726,0.0,B,192,P
Mars,1,TRAPPIST-1e,32.0,0,0.0,0.0,0.0,0.0,0.0,Choney Clake,1861,0.0,F,358,S
Earth,0,55 Cancri e,11.0,0,0.0,0.0,0.0,0.0,0.0,Harlen Mclardson,0770,0.0,G,117,S
Earth,0,TRAPPIST-1e,18.0,0,960.0,672.0,0.0,0.0,168.0,Mamina Hopez,7446,1800.0,G,1204,P
Mars,0,55 Cancri e,0.0,0,0.0,0.0,0.0,0.0,0.0,Conk Sepie,4400,0.0,F,830,S
Earth,1,TRAPPIST-1e,23.0,0,0.0,0.0,0.0,0.0,0.0,Lynnon Castannison,5990,0.0,G,974,S
Earth,1,TRAPPIST-1e,41.0,0,0.0,0.0,0.0,0.0,0.0,Colly Simpsonks,7524,0.0,G,1215,P
Earth,0,TRAPPIST-1e,18.0,0,0.0,730.0,79.0,0.0,306.23469727212245,Natha Portananney,3149,809.0,G,494,S
Earth,0,55 Cancri e,14.0,0,0.0,466.7652925531915,14.0,692.0,809.0,Phia Buckentry,2854,1515.0,F,591,P
Mars,0,TRAPPIST-1e,35.0,1,628.0,6.0,528.0,136.0,0.0,Zelowl Stik,5392,1298.0,E,343,S
Earth,0,TRAPPIST-1e,42.0,0,866.0,0.0,16.0,0.0,0.0,Tonnie Newtontoss,9089,882.0,G,1463,S
Earth,1,PSO J318.5-22,18.0,0,0.0,0.0,0.0,0.0,0.0,Kerrie Pollarkeeks,3357,0.0,G,535,S
Earth,1,TRAPPIST-1e,53.0,0,0.0,0.0,0.0,0.0,0.0,Monard Delazarson,3550,0.0,G,570,S
Europa,1,55 Cancri e,48.0,0,0.0,0.0,0.0,0.0,0.0,Bram Colensid,2306,0.0,C,82,P
Europa,1,TRAPPIST-1e,39.0,0,0.0,0.0,0.0,0.0,0.0,Beneb Asoppor,1423,0.0,B,61,S
Earth,0,TRAPPIST-1e,13.0,0,101.0,12.0,184.0,780.0,0.0,Sony Maynardner,9120,1077.0,F,1763,S
Earth,1,TRAPPIST-1e,41.0,0,0.0,0.0,0.0,0.0,0.0,Pattie Lambleyoun,6394,0.0,G,1037,S
Earth,0,TRAPPIST-1e,17.0,0,226.60033250207815,188.0,795.0,0.0,0.0,Des Bryants,7278,983.0,E,485,S
Europa,1,TRAPPIST-1e,23.0,0,0.0,0.0,0.0,0.0,0.0,Kaffias Ingwhed,3899,0.0,E,234,P
Earth,0,TRAPPIST-1e,28.0,0,0.0,0.0,0.0,525.0,1889.0,Leony Powery,5218,2414.0,F,1000,S
Earth,1,TRAPPIST-1e,29.0,0,0.0,0.0,0.0,0.0,0.0,Weslie Farleyatton,1013,0.0,G,158,S
Europa,0,TRAPPIST-1e,38.0,0,821.0,960.0,0.0,27.0,321.0,Sabit Spirfuent,3781,2129.0,A,44,S
Earth,0,TRAPPIST-1e,64.0,0,0.0,0.0,16.0,733.0,159.0,Annaha Hahnstoneal,3274,908.0,G,533,P
Europa,0,TRAPPIST-1e,58.0,0,0.0,2946.0,0.0,101.0,387.0,Nusoton Inghting,4249,3434.0,B,166,S
Europa,1,TRAPPIST-1e,23.0,0,0.0,0.0,0.0,0.0,0.0,Izarfik Replipent,1596,0.0,B,54,P
Earth,0,TRAPPIST-1e,21.0,0,526.0,0.0,170.72672872340425,258.0,0.0,Adrie Thonyderson,4823,784.0,G,777,P
Earth,1,TRAPPIST-1e,50.0,0,0.0,0.0,0.0,0.0,0.0,Olgary Matts,1925,0.0,G,304,S
Earth,0,TRAPPIST-1e,55.0,0,0.0,252.0,1.0,0.0,553.0,Dandra Stroyledgez,4272,806.0,F,799,S
Earth,0,TRAPPIST-1e,48.0,0,0.0,33.0,654.0,0.0,113.0,Oraryn Browlerson,1186,800.0,F,227,S
Mars,0,55 Cancri e,18.0,0,114.0,131.0,927.0,0.0,0.0,Cank Botte,6367,1172.0,F,1215,S
Europa,0,TRAPPIST-1e,46.0,0,1384.0,229.0,0.0,1572.0,1.0,Aston Hednigic,8826,3186.0,C,290,P
Earth,0,TRAPPIST-1e,41.0,0,8.0,532.0,0.0,0.0,100.0,Danna Oneiles,5885,640.0,F,1123,S
Mars,1,TRAPPIST-1e,49.0,0,0.0,0.0,0.0,0.0,0.0,Galowl Curle,4728,0.0,F,889,S
Mars,1,TRAPPIST-1e,32.0,0,0.0,0.0,0.0,0.0,0.0,Raptax Giba,5017,0.0,F,954,S
Earth,0,TRAPPIST-1e,18.0,0,0.0,35.0,661.0,0.0,63.0,Roydo Hammonton,4344,759.0,F,816,S
Mars,1,TRAPPIST-1e,21.0,0,0.0,0.0,0.0,0.0,0.0,Popow Meate,6004,0.0,F,1143,S
Europa,1,55 Cancri e,11.0,0,0.0,0.0,0.0,0.0,0.0,Batomam Pusive,6321,0.0,C,194,P
Europa,0,55 Cancri e,20.0,0,354.0,1546.0,323.0,284.0,315.0,Aviton Inghting,4249,2822.0,B,166,S
Europa,1,TRAPPIST-1e,74.0,0,0.0,0.0,0.0,0.0,0.0,Wezena Taptiritty,0453,0.0,B,14,S
Mars,0,TRAPPIST-1e,56.0,0,324.0,574.0,116.0,0.0,0.0,Minies Dan,3217,1014.0,E,198,P
Mars,1,TRAPPIST-1e,36.0,0,0.0,0.0,0.0,0.0,0.0,Lies Leste,7475,0.0,F,1545,P
Mars,1,TRAPPIST-1e,25.0,0,0.0,0.0,0.0,0.0,0.0,Unch Seche,2602,0.0,E,158,P
Earth,1,55 Cancri e,21.0,0,0.0,0.0,0.0,0.0,0.0,Pamiea Bryants,4035,0.0,G,662,P
Earth,0,TRAPPIST-1e,48.0,0,801.0,2.0,0.0,1.0,973.0,Chelsa Burchanez,0590,1777.0,G,90,P
Europa,1,TRAPPIST-1e,44.0,0,0.0,0.0,0.0,0.0,0.0,Mothab Doorge,2712,0.0,B,105,S
Mars,0,TRAPPIST-1e,49.0,0,460.0,86.0,92.0,659.0,0.0,Weros Bost,6157,1297.0,E,407,S
Europa,0,55 Cancri e,19.0,0,0.0,1347.0,0.0,1756.0,37.0,Shain Sprender,3490,3140.0,D,111,P
Earth,0,TRAPPIST-1e,4.0,0,0.0,0.0,0.0,0.0,0.0,Mamina Carrishley,1304,0.0,E,82,P
Europa,1,TRAPPIST-1e,17.0,0,0.0,0.0,0.0,0.0,0.0,Scharab Hetforhaft,0163,0.0,B,8,P
Earth,1,TRAPPIST-1e,37.0,0,0.0,0.0,0.0,0.0,0.0,Hillie Garden,7270,0.0,G,1170,P
Mars,1,TRAPPIST-1e,38.0,0,0.0,0.0,0.0,0.0,0.0,Cor Che,1581,0.0,F,312,P
Europa,0,TRAPPIST-1e,37.0,0,2.0,7272.0,0.0,50.0,1282.0,Zaurion Praded,7565,8606.0,B,247,P
Earth,0,TRAPPIST-1e,28.0,0,0.0,602.0,0.0,115.0,0.0,Henrie Moodmandez,6461,717.0,F,1232,S
Earth,0,TRAPPIST-1e,24.0,0,714.0,0.0,4.0,49.0,11.0,Race Tersimpson,4039,778.0,F,764,S
Earth,0,PSO J318.5-22,22.0,0,0.0,0.0,0.0,617.0,0.0,Marix Polliamposs,8807,617.0,G,1420,S
Earth,0,TRAPPIST-1e,22.0,0,0.0,669.0,121.0,0.0,56.0,Faithy Bookerson,4764,846.0,E,308,S
Earth,0,PSO J318.5-22,23.0,0,0.0,0.0,170.72672872340425,3.0,1919.0,Sergia Mcgoway,2837,1922.0,F,588,P
Mars,1,TRAPPIST-1e,19.0,0,0.0,0.0,0.0,0.0,0.0,Gibil Razo,2139,0.0,F,417,S
Earth,1,PSO J318.5-22,21.0,0,0.0,0.0,0.0,0.0,0.0,Melara Hubbarrison,1271,0.0,G,189,P
Earth,0,TRAPPIST-1e,11.0,0,0.0,0.0,0.0,0.0,0.0,Rhonya Philliames,4141,0.0,G,679,P
Earth,0,TRAPPIST-1e,50.0,0,43.0,661.0,1.0,85.0,0.0,Deany Avidson,3671,790.0,E,246,S
Mars,0,PSO J318.5-22,49.0,0,1690.0,0.0,85.0,0.0,0.0,Panch Letty,5354,1775.0,D,161,S
Earth,0,PSO J318.5-22,22.0,0,0.0,29.0,165.0,404.0,0.0,Valex Bonnondry,8956,598.0,F,1838,P
