CryoSleep,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Name,FamilyNumber,IndividualNumber,Room,HomePlanet_Earth,HomePlanet_Europa,HomePlanet_Mars,Destination_55 Cancri e,Destination_PSO J318.5-22,Destination_TRAPPIST-1e,Side_B,Side_P,Side_S,Corridor_A,Corridor_B,Corridor_C,Corridor_D,Corridor_E,Corridor_F,Corridor_G,Corridor_T
1,60.0,0,0.0,0.0,0.0,0.0,0.0,Adharan Greded,8069,01,234,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
1,14.0,0,0.0,0.0,0.0,0.0,0.0,Glendy Welles,5489,01,881,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
0,24.0,0,0.0,0.0,0.002738037684840161,0.0,0.0007766060243965655,Elly Hooperez,7946,01,1645,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
1,24.0,0,0.0,0.0,0.0,0.0,0.0,Cathya Alshipson,1331,01,200,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
0,42.0,0,0.0,0.0009235509713465162,0.0004696228818552623,0.0015333633189933533,0.0013401505613795022,Mergak Headfair,2414,01,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
1,28.0,0,0.0,0.0,0.0,0.0,0.0,Andyn Ballocks,8818,01,1427,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
0,38.0,0,0.0,0.000808525992334328,0.0,0.0,0.0,Eriey Weaves,2088,01,409,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
0,22.0,0,0.0020985272160581364,0.00023923457985164598,0.0018221642238405147,0.0,0.0,Arla Morelly,6979,01,447,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
0,27.0,0,0.0016640961095413665,0.0,0.0,0.0,0.001018848464997503,Rald Colleruces,1053,01,199,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
1,24.0,0,0.0,0.0,0.0,0.0,0.0,Jayrin Cle,3765,01,709,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
0,39.0,0,0.0,0.0009540368926198183,0.0,0.000798038595112787,0.0014889921398956877,Batan Coning,0119,01,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
1,4.0,0,0.0,0.0,0.0,0.0,0.0,Mesh Fache,8272,02,1587,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
1,11.0,0,0.0,0.0,0.0,0.0,0.0,Mirfark Geousty,2693,04,22,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
0,42.0,0,0.0012621684955155823,0.00023923457985164598,0.001913923446460854,0.0005887767199926696,0.0010311527809543132,Dandra Prinson,8683,01,1679,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
1,37.0,0,0.0,0.0,0.0,0.0,0.0,Jonaye Carpennels,7080,01,1140,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
0,22.0,0,0.0015853099901166335,0.0008822649076109994,0.0,0.0,0.0,Greggy Benderez,5504,01,1140,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
0,24.0,0,0.002038580177544344,0.0,0.0002962990491204583,0.000977134732001332,0.00048659739700406907,Juline Hamcmahon,7086,01,1467,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
0,6.0,0,0.0,0.0,0.0,0.0,0.0,Jilly Hurles,2732,02,435,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
1,45.0,0,0.0,0.0,0.0,0.0,0.0,Clues Kidne,7488,02,486,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
0,23.0,0,0.0013078800206426135,0.0,0.0,0.001242876996278712,0.0,Kaye Sextones,0545,01,111,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
1,37.0,0,0.0,0.0,0.0,0.0,0.0,Crowk Apeau,5363,01,1102,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
0,46.0,0,0.002143191655143018,0.0004260853837396217,0.0,0.0007451557551949443,0.00018868394824699022,Rayley Daughtson,5005,01,1019,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
0,31.0,0,0.002363436833312029,0.0001978679246651781,0.0016722692224028638,0.00037065378824430623,0.0,Camie Prinson,1011,01,148,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
0,22.0,0,0.0,0.0008256043701465037,0.0,0.0,0.0010340958951222802,Chelsa Buckentry,5414,03,1112,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
0,36.0,0,0.00022141598857696089,0.0010527695353157273,0.002496694234455463,0.0010719400819229623,0.0014889921398956877,Kabih Namsheary,4603,02,171,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
1,10.0,0,0.0,0.0,0.0,0.0,0.0,Luise Carpennels,4030,02,661,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
0,37.0,0,0.0018230550402964665,0.0010009678265845913,0.0,0.00013202954330143683,0.0008840694678941021,Aldah Coustive,7200,01,264,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
1,54.0,0,0.0,0.0,0.0,0.0,0.0,Turbix Bau,7606,01,1453,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
0,22.0,0,0.0011447040550630957,0.0,0.001543556078673229,0.0012126748968048088,0.0,Charly Booters,3079,01,642,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
0,24.0,0,0.0,0.0006619819597965381,0.0,0.0008298587844222203,0.0010710810803269476,Jodia Wolferguson,5728,01,1185,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
0,68.0,0,0.0,0.0,0.0027687059922156462,0.0,0.0009412862040947952,Pamela Fox,6668,01,1089,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
0,33.0,0,0.0,0.0004096687333474947,0.0,0.0015583874664699736,0.0014084735523194126,Golaron Folhal,2475,01,85,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
0,26.0,0,0.00022141598857696089,0.0008786402807328097,0.003316329651320424,0.001067082446824097,0.0014667794948570237,Weid Derterval,4262,02,135,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
1,23.0,0,0.0,0.0,0.0,0.0,0.0,Lan Cleminglas,6721,01,1095,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
0,33.0,0,0.0,0.0,0.0,0.0,0.0,Cliney Simpsonks,0384,01,56,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
0,40.0,0,0.0,0.0009974829589672375,0.0,0.0016316686261514618,0.0009099729268437942,Eltares Subwor,5792,01,196,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
0,32.0,0,0.0022335255572288027,0.0,0.0018281429110718994,0.0,0.0,Fres Cla,3142,02,591,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
0,48.0,0,0.0,0.0,0.0028526291353442807,0.0014800594300427784,0.0012305230362854094,Leony Perrerojass,5889,01,954,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
1,45.0,0,0.0,0.0,0.0,0.0,0.0,Masal Monie,5484,01,1050,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0
0,24.0,0,0.0,0.0,0.0013213253482199374,0.0,0.0011241476445400368,Samie Weberts,2692,01,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
0,19.0,0,0.0,0.0,0.0025243601205696287,0.0010656714895030874,0.0,Allena Blacks,2805,01,582,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
1,18.0,0,0.0,0.0,0.0,0.0,0.0,Hal Walé,7165,01,1377,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
1,64.0,0,0.0,0.0,0.0,0.0,0.0,Mits Pota,1182,01,237,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0
1,16.0,0,0.0,0.0,0.0,0.0,0.0,Saiphda Cracionfic,3071,01,113,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
0,18.0,0,0.0,0.0004679996667982518,0.0,0.0012723191476177599,0.0007296685688362943,Jonard Cooks,8243,01,1331,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
0,33.0,0,0.0019472242830048188,0.000708399584796979,0.0,0.0009531435227727286,0.001226219035803325,Hekaton Siveduced,0330,03,14,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
0,43.0,0,0.0,0.0,0.002893813228825311,0.0,0.0004651009362133426,Murie Mejiaddox,1775,01,277,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
1,11.0,0,0.0,0.0,0.0,0.0,0.0,Dakes Vicke,3602,01,678,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
0,53.0,0,0.0,0.0008981163052647561,0.0,0.0008037249387947494,0.0,Heila Malliamsey,8988,07,1741,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
0,21.0,0,0.0008856639543078435,0.00042218212720652196,0.001062220980096179,0.0002092618751201175,0.0010242300289597932,Jimmyn Berreranks,2936,01,468,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
0,31.0,0,0.0012496399976451706,0.0007103175995798605,0.0029433430953191295,0.0,0.0,Chios Purte,8500,01,1743,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
0,38.0,0,0.0,0.0008071484736762596,0.0015768822340025777,0.0007891775384845412,0.0,Yolas Maystuarey,6228,01,1007,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
0,30.0,0,0.0022402079493629343,0.0,0.0026019085331020564,0.0003412914184215543,0.0,Racy Bakericks,7411,01,1533,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
1,18.0,0,0.0,0.0,0.0,0.0,0.0,Alrair Bealvewd,7982,02,261,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
0,38.0,0,0.0,0.0005585629012245024,0.0,0.0,0.0014889921398956877,Ruchban Bradiary,4658,02,147,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
1,60.0,0,0.0,0.0,0.0,0.0,0.0,Dianie Villenson,7902,01,1276,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
1,33.0,0,0.0,0.0,0.0,0.0,0.0,Atrino Bruthydre,7290,03,227,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
0,23.0,0,0.0016552469079552606,0.0,0.0008888971473613748,0.0,0.0010488661035194854,Landa Rivanseney,2073,01,401,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
0,46.0,0,0.0,0.0010057759429051684,0.0,0.0,0.0003571389509110894,Glueba Repumparte,0245,01,6,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
1,2.0,0,0.0,0.0,0.0,0.0,0.0,Eaturs Datte,0082,02,16,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
0,32.0,0,0.0,0.0007399394158394133,0.0008318165939493064,0.0015764741511071186,0.0011403822814644018,Graviph Aloubtled,0110,01,5,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
0,27.0,0,0.002519696196350757,0.00034086830699169734,0.0,0.0008953398259394233,0.00018868394824699022,Rassias Brathful,6729,03,82,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
1,48.0,0,0.0,0.0,0.0,0.0,0.0,Tarino Aroodint,4108,01,158,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
0,23.0,0,0.0023600960414171227,0.0,0.0002962990491204583,0.0,0.00018868394824699022,Lonnez Guezaley,4076,01,250,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
0,22.0,0,0.0,0.00017043415349584867,0.002645292120923581,0.0,0.0009332283389530604,Clarry Hammonton,4315,01,272,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
1,23.0,0,0.0,0.0,0.0,0.0,0.0,Atrinon Persed,1829,05,56,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
0,35.0,0,0.0018675615473013251,0.0010345787956393664,0.0,0.0,0.0010382147383488126,Alsha Geneltic,6618,01,246,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
1,34.0,0,0.0,0.0,0.0,0.0,0.0,Polah Spadicage,2255,02,75,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
1,33.0,0,0.0,0.0,0.0,0.0,0.0,Kyley Valezaley,7679,01,1232,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
0,23.0,0,0.0,0.0008638447495911679,0.0,0.0010732252128394762,0.001185356325746074,Alvira Miranciash,4656,01,875,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
1,16.0,0,0.0,0.0,0.0,0.0,0.0,Samany Keithunts,5450,01,877,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
0,28.0,0,0.0,0.0010416165687586593,0.0031949921159707233,0.00013202954330143683,0.0009469177752108091,Eltares Dister,5960,01,222,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
1,0.0,0,0.0,0.0,0.0,0.0,0.0,Dixiel Ryanga,1962,03,316,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
1,3.0,0,0.0,0.0,0.0,0.0,0.0,Debony Joycerton,6302,04,1015,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
0,32.0,0,0.0,0.0006269890738543839,0.0,0.0016316686261514618,0.0006752813452510593,Isoton Arible,7219,06,235,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
1,23.0,0,0.0,0.0,0.0,0.0,0.0,Alkurak Dressink,7121,01,269,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
0,19.0,0,0.0018067259786935944,0.0004926705744147888,0.003047212236595646,0.0008828156108888169,0.0,Cocowl Minen,1709,07,326,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
0,59.0,0,0.001914685556171687,0.0,0.002070740627293301,0.0,0.0008705717822619474,Vick Wolfaddox,4006,03,759,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
0,13.0,0,0.0,0.000255651230243773,0.0,0.0011102880447415031,0.0010109238353714224,Craine Santantines,0636,01,136,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
1,24.0,0,0.0,0.0,0.0,0.0,0.0,Elson Weissey,8602,03,1396,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
1,61.0,0,0.0,0.0,0.0,0.0,0.0,Bosonan Sciatberit,5773,01,217,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
1,26.0,0,0.0,0.0,0.0,0.0,0.0,Kocha Motter,1156,02,47,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
0,21.0,0,0.00044283197715392177,8.521707674792433e-05,0.0,0.0013923742911013813,0.0008088501848539793,Estina Vandan,4370,01,46,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
0,33.0,0,0.0,0.0,0.002155908742564917,0.0005972438191539617,0.0011525157766341556,Rancy Vincenton,2807,01,171,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
0,51.0,0,0.0006215932653537814,0.0,0.00280463832513158,0.0,0.0,Eulahy Peterstarks,5097,03,1039,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
0,24.0,0,0.0,0.0005402634842661475,0.001997490257747621,0.001113068800220833,0.0,Marynk Munozaley,7914,02,1278,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
0,24.0,0,0.0,0.0,0.002861718878543648,0.0,0.00018868394824699022,Delley Pager,9188,01,1481,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
0,50.0,0,0.0,0.0010357711036788502,0.0,0.00013202954330143683,0.0009602382104784559,Weias Clinarfork,4441,03,144,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
1,24.0,0,0.0,0.0,0.0,0.0,0.0,Ksorab Disight,0182,01,3,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
0,21.0,0,0.002463915863457795,0.0,0.00204650511585784,0.0,0.0,Cowhex Blan,0221,01,13,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
1,24.0,0,0.0,0.0,0.0,0.0,0.0,Con Brele,2562,01,526,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
1,35.0,0,0.0,0.0,0.0,0.0,0.0,Cakers Bra,4719,01,305,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
1,23.0,0,0.0,0.0,0.0,0.0,0.0,Fayen Vinston,5626,01,911,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
1,44.0,0,0.0,0.0,0.0,0.0,0.0,Allene Warrishales,0899,02,130,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
0,18.0,0,0.0,0.0,0.0028003848654726284,0.0,0.0,Herita Welltonces,3182,01,600,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
0,17.0,0,0.0,0.0,0.003141019438369066,0.0,0.0009616567118268222,Tyle Carsoning,5877,01,1121,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
1,20.0,0,0.0,0.0,0.0,0.0,0.0,Skies Coune,8616,02,1767,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0
1,63.0,0,0.0,0.0,0.0,0.0,0.0,Homamin Brakepined,2607,01,99,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
0,11.0,0,0.0,0.0,0.0,0.0,0.0,Alsham Irintious,1306,02,56,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
0,19.0,0,0.0011862476734549917,0.0,0.001862358700788503,0.0012097063426848192,0.0,Coracy Reyerson,7385,01,1417,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
1,0.0,0,0.0,0.0,0.0,0.0,0.0,Heres Ropie,8318,04,1711,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0
0,28.0,0,0.0,0.000255651230243773,0.0008318165939493064,0.0,0.001061402602602408,Ninald Holcompson,9184,01,1480,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
0,23.0,0,0.0024600386456107843,0.0,0.0019235298994721855,0.0,0.0,Bet Minen,1709,02,61,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0
0,23.0,0,0.0011862476734549917,0.00034086830699169734,0.001467923655923714,0.0,0.0011092036553619125,Shan Fitzgerson,4140,01,851,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
1,12.0,0,0.0,0.0,0.0,0.0,0.0,Rena Blancoy,8961,05,1455,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
0,22.0,0,0.0,0.0,0.0,0.0005706221925496273,0.0011450333692450236,Ginald Kirks,4830,01,983,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
1,21.0,0,0.0,0.0,0.0,0.0,0.0,Ainkard Folumorly,6111,03,58,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
0,0.0,0,0.0,0.0,0.0,0.0,0.0,Aars Pare,4128,02,846,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
0,0.0,0,0.0,0.0,0.0,0.0,0.0,Adriet Kerristicey,3966,03,649,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
1,44.0,0,0.0,0.0,0.0,0.0,0.0,Mondax Mesty,5530,02,1144,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
1,22.0,0,0.0,0.0,0.0,0.0,0.0,Izarfik Cattle,5768,02,193,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
0,16.0,0,0.001790693580074881,0.0,0.0032998798765723676,0.0009087122185140524,0.0,Tote Chmad,5234,01,1067,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
0,45.0,0,0.0017053936070242155,0.00028308500141310247,0.0,0.001286605961113453,0.00048659739700406907,Cary Mejiaddox,2930,01,474,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
0,23.0,0,0.0,0.0,0.0,0.0012984407213406186,0.0006419355291169321,Bretty Blanglison,8932,01,1727,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
0,20.0,0,0.0013383254992865208,0.0008371186400180658,0.0,0.0,0.0,Iree Pentss,1216,01,182,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
1,24.0,0,0.0,0.0,0.0,0.0,0.0,Jillie Sweett,8939,01,1441,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
1,53.0,0,0.0,0.0,0.0,0.0,0.0,Joelan Pughlinsons,7904,01,1277,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
1,29.0,0,0.0,0.0,0.0,0.0,0.0,Ianya Hardonald,8306,02,1351,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
1,12.0,0,0.0,0.0,0.0,0.0,0.0,Hule Bate,5039,02,958,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
0,55.0,0,0.0015157009469235992,0.0006647698854743839,0.0,0.001496015780604015,0.0013704317553048107,Asch Stradick,6432,01,202,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
0,53.0,0,0.0017003596779890965,0.0006101433052115076,0.002540363509148563,0.0006978292411207835,0.00011904631697036315,Capies Chene,4748,01,149,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0
0,27.0,1,0.0020748200158238984,0.0007444077555893908,0.0029494189015260054,0.0007333698293142508,0.0,Margaret Tran,4160,01,783,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
1,29.0,0,0.0,0.0,0.0,0.0,0.0,Milyla Balderts,7425,01,1200,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
0,34.0,0,0.0017053936070242155,0.0010923280593365247,0.0,0.0010793317043837514,0.0013276384362810058,Spurim Tionstious,4371,05,158,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
0,46.0,0,0.0,0.0,0.0032536164821012708,0.0011011065870833434,0.0,Arllia Mccarveymon,1458,01,223,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
1,26.0,0,0.0,0.0,0.0,0.0,0.0,Algeno Conablese,8524,01,333,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
0,24.0,0,0.0,0.0,0.0,0.0014497028138217292,0.0008193533060481966,Blance Cooperkins,8809,01,1817,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
0,29.0,1,0.0025712257991198674,0.0,0.0021462240459392914,0.000488567366000666,0.0,Cheat Bert,0686,02,30,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0
0,41.0,0,0.00184756052742987,0.00013506587106653688,0.0021462240459392914,0.0003960886299043104,0.0005660518447409706,Rosey Santry,0828,02,159,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
0,21.0,0,0.0017053936070242155,0.0,0.0,0.00013202954330143683,0.001019757184213375,Single Panad,7292,01,220,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0
0,30.0,0,0.0020584858926633474,0.0,0.002693391666344597,0.0,0.0008319771724274023,Life Queke,5939,01,385,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
0,24.0,0,0.0,0.0,0.0028183232667802704,0.0010732252128394762,0.000743792759173258,Royce Leblanchez,8319,01,1712,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
0,31.0,0,0.001966081703364437,0.0,0.0,0.0009922944172393248,0.0006818878340149572,Arlen Kellyons,6796,01,1104,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
0,29.0,0,0.0015875360322170173,0.0007755318409999507,0.0,0.0,0.0,Kimmie Mickersones,2748,01,529,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
0,30.0,0,0.0024034414139523625,0.0,0.0025381136662245563,0.0,0.0008673003018032623,Jack Kashe,4061,01,130,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0
1,3.0,0,0.0,0.0,0.0,0.0,0.0,Rayne Harverez,2822,03,450,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
0,23.0,0,0.0,0.0,0.0006879850866412027,0.0,0.0011804489195727712,Tonioe Ments,1431,01,221,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
1,23.0,0,0.0,0.0,0.0,0.0,0.0,Monald Belley,6398,01,1030,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
1,32.0,0,0.0,0.0,0.0,0.0,0.0,Cassa Garrincent,7091,01,1142,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
0,48.0,0,0.002064023924572831,0.0007405362240697577,0.0020131789605284914,0.0,0.0,Smonch Bau,2528,01,487,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
1,26.0,0,0.0,0.0,0.0,0.0,0.0,Weres Chcak,6578,01,438,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
1,32.0,0,0.0,0.0,0.0,0.0,0.0,Smats Flate,4368,01,900,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0
0,38.0,1,0.0,0.0009053361242953296,0.0,0.0011532397220290842,0.001439283355318679,Phecca Shming,3001,01,101,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
0,22.0,0,0.0,0.0,0.0,0.0014054224834944235,0.0008810474392310915,Jonard Horndley,5088,01,972,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
0,36.0,0,0.0007659734717549732,0.0009608687753765292,0.00326612256669315,0.0005706221925496273,0.00099545860897644,Preo Sloweber,7094,01,454,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
1,17.0,0,0.0,0.0,0.0,0.0,0.0,Sterry Mclardson,7388,01,1198,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
0,28.0,0,0.00044283197715392177,0.0,0.0,0.0011034437742877335,0.0013100955134272684,Wafox Maie,3553,01,172,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0
0,22.0,0,0.0,0.0,0.0002962990491204583,0.0008694095916273015,0.0011003658198487352,Tyle Mcbriddley,7343,01,1412,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
0,45.0,1,0.0022352823118785216,0.0008430782358457019,0.0024942016957969497,0.0,0.0,Squars Rekle,8541,01,266,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0
0,21.0,0,0.0005141120045341048,0.00017043415349584867,0.002141892104258126,0.0005505532935416717,0.0010465555637690141,Leen Goldendrice,8580,01,1379,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
0,79.0,0,0.0,0.0,0.0,0.0014669120372532726,0.00018868394824699022,Chabik Kiling,0642,03,25,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
0,50.0,0,0.0015266228911208187,0.0,0.0029704393196030095,0.0,0.0,Powhex Sutte,6911,01,1323,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
1,0.0,0,0.0,0.0,0.0,0.0,0.0,Chery Rigginsen,2760,03,438,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
0,33.0,0,0.0024996630883788637,0.0,0.0016272308503517273,0.000605350505024428,0.0005841472531837058,Sher Shpie,8530,01,1640,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
0,25.0,0,0.0013334485228957652,0.0,0.0,0.0012369196295294203,0.0,Ireen Goody,2496,01,481,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
