CryoSleep,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Name,FamilyNumber,IndividualNumber,Room,HomePlanet_Earth,HomePlanet_Europa,HomePlanet_Mars,Destination_55 Cancri e,Destination_PSO J318.5-22,Destination_TRAPPIST-1e,Side_B,Side_P,Side_S,Corridor_A,Corridor_B,Corridor_C,Corridor_D,Corridor_E,Corridor_F,Corridor_G,Corridor_T,PC1,PC2,PC4,PC6,Cluster_0,Cluster_1,Cluster_2
0,28.0,0,0.0,0.0007662312072376,0.0024853615456537,0.0,0.0006612533450768,Adria Cookentaney,1398,1,216,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1.0074786210463744,0.055553392920923,1.9808775645277816,-0.9231570835239178,0,1,0
0,71.0,1,0.0,0.0,0.0,0.0,0.0,Ksorab Couseced,818,1,29,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,-0.5393804002919792,-0.3757185219264288,0.3037523267941536,0.2122249737451509,1,0,0
0,35.0,0,0.0,0.0,0.0,0.0012437130401989,0.0,Rhonya Donson,9167,1,1772,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,-0.1160399088244838,-0.708532339985907,-1.0175590220389634,0.6820593748774688,1,0,0
1,76.0,0,0.0,0.0,0.0,0.0,0.0,Aark Homin,8852,1,278,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,-0.4372075504542042,-0.383341446543973,0.3347915100791259,0.2342883533350041,1,0,0
1,35.0,0,0.0,0.0,0.0,0.0,0.0,Blanie Milton,3381,1,539,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,-1.275024919123953,-0.3208334646801117,0.0802702071423516,0.0533686406982067,1,0,0
0,30.0,0,0.0,0.0,0.0005925980982409,0.0015508314770562,0.0,Lison Mayson,4661,5,948,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.235041747799419,-0.4632719674357579,-0.986380617451449,0.8035547648268503,1,0,0
1,6.0,0,0.0,0.0,0.0,0.0,0.0,Gicks Perty,4774,4,972,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,-1.8676274481830435,-0.2766205018983563,-0.0997570559104887,-0.0745989609229428,1,0,0
0,19.0,0,0.0005141120045341,0.0002948026497496,0.0,0.001347143376979,0.0010410402608721,Deandy Chaellerty,465,1,28,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1.2855149643825807,-1.2062497863231578,-0.8244467245095475,1.1979811119616377,0,1,0
0,19.0,0,0.0,0.0007064511723207,0.0004696228818552,0.0008274009649355,0.0010369894237736,Francy Johnsby,3739,1,615,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1.3243976830472095,-1.4987814031944584,0.2867136476427886,0.0544933799326156,0,1,0
0,44.0,0,0.0,0.0006931920320306,0.0020208125413949,0.0,0.0014889921398956,Sadaton Alenat,3767,1,146,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1.9408642775179723,-0.6668613244846506,2.32641275540032,0.2622582789730343,0,1,0
0,0.0,0,0.0,0.0,0.0,0.0,0.0,Trohs Conie,684,2,145,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,-1.9902348679883728,-0.2674729923573035,-0.1370040758524556,-0.1010750164307668,1,0,0
0,21.0,0,0.0018863836832393,0.0008650399554642,0.0028553227117978,0.0009315057178218,0.0,Craine Gentledges,2658,1,549,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1.9349001169553328,1.6932275620357695,-0.2513453256054503,-1.5406925177764137,0,0,1
1,2.0,0,0.0,0.0,0.0,0.0,0.0,Thewis Connelson,99,2,12,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,-1.9493657280532624,-0.270522162204321,-0.1245884025384665,-0.0922496645948255,1,0,0
0,63.0,0,0.0,0.0008127338724004,0.0,0.0009212070817859,0.0002380926339407,Rossie Berges,7088,1,1468,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1.5161417031269286,-1.4675014709633796,-0.2707961671391229,-0.8390429911349859,0,1,0
0,23.0,0,0.0020450012128103,0.0,0.0,0.0,0.0005528339759327,Dandy Hamcmahon,7132,1,1165,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,-0.2759860525509458,0.8765184623274037,-0.921933407234556,0.5472521172885314,0,0,1
0,27.0,0,0.0022981603219594,0.0,0.0,0.0,0.0,Yogal Blate,5888,1,1218,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,-0.6691905828405347,1.3895875317276694,-1.40221402438359,-0.0789318428949923,0,0,1
1,40.0,0,0.0,0.0,0.0,0.0,0.0,Hers Buche,8207,1,1695,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,-1.1728520692861788,-0.3284563892976556,0.1113093904273241,0.07543202028806,1,0,0
0,22.0,0,0.0,0.0,0.0028883802719762,0.0007891775384845,0.0,Brance Campson,5921,2,1224,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.0089998364563658,1.0778778947817935,0.9275535490136644,0.337960392997894,0,0,1
0,41.0,1,0.0,0.0011043671820829,0.0,0.0015396404376376,0.0014889921398956,Aludram Platch,9197,2,308,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,3.3110036389164623,-2.6199525873469454,-0.1177076292220929,0.1796220686192888,0,1,0
0,30.0,0,0.0,0.0010217313841954,0.0,0.0012001633913269,0.0012278457017702,Skatzn Obeaded,4677,1,150,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,2.391661990322016,-2.271975075872013,-0.0644847533129194,-0.1612347325660371,0,1,0
0,30.0,0,0.0019707942234809,0.0,0.0009392457637105,0.0,0.0009928284269286,Mara Haydenzier,5998,1,977,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0.5524461041912981,1.07508606558594,-0.0275328638104905,1.066664470476273,0,0,1
0,31.0,0,0.0020889775358782,0.0001704341534958,0.0018099499880724,0.0010780089326277,0.0,Aps Rhuba,3120,2,204,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1.092099056887269,1.769785817630746,-1.1514176112590857,0.0888894629702816,0,0,1
0,25.0,0,0.0014926685772529,0.0004733458244765,0.0021462240459392,0.0,0.0011572610553191,Keithy Pettyreeman,3384,2,207,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1.4489618126015118,0.9172015356332768,1.1024722796635629,0.2075633693734694,0,0,1
0,16.0,0,0.0,0.0003055000245623,0.0,0.0004185237502402,0.0011539739208905,Gracey Gaington,7886,1,1274,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0.315823483188385,-1.3688125366566573,0.3699233985721057,0.8432797249363768,0,1,0
1,19.0,0,0.0,0.0,0.0,0.0,0.0,Allara Thomason,8238,2,1328,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,-1.6019780386048303,-0.2964401059039709,-0.0190551793695601,-0.0172341739893241,1,0,0
1,14.0,0,0.0,0.0,0.0,0.0,0.0,Glena Fryan,7036,1,1136,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,-1.7041508884426044,-0.2888171812864267,-0.0500943626545326,-0.0392975535791774,1,0,0
0,35.0,0,0.001280085476289,0.0007625536971425,0.0010964367698127,0.0016316686261514,0.0009510234893977,Geno Lowerrudy,5015,1,194,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,2.996288479132878,-0.4702152868309718,-0.8138485089090808,0.2457033289007246,0,1,0
1,47.0,0,0.0,0.0,0.0,0.0,0.0,Avijava Susent,4169,1,140,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,-1.029810079513295,-0.3391284837622172,0.1547642470262856,0.1063207517138548,1,0,0
0,33.0,0,0.0023080770839292,0.0,0.0013585200292166,0.0013001024842674,0.0003342052638995,Frunk Erry,6736,1,203,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1.3895966953922407,1.545983818653798,-1.5447034744514925,0.9602847858974832,0,0,1
0,26.0,0,0.0021775091296637,0.0,0.0016176243973403,0.0,0.0,Eang Dan,3140,1,206,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,-0.2739909125526276,2.211974742112752,-0.4233532102136903,-0.1101572635595761,0,0,1
1,33.0,0,0.0,0.0,0.0,0.0,0.0,Tive Tepie,3852,1,796,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,-1.3158940590590626,-0.317784294833094,0.0678545338283627,0.0445432888622654,1,0,0
1,23.0,0,0.0,0.0,0.0,0.0,0.0,Arllia Roachoanand,597,1,91,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,-1.520239758734611,-0.302538445598006,0.0057761672584178,0.0004165296825586,1,0,0
0,25.0,1,0.0,0.0010897129001943,0.0,0.0007292733624553,0.0009695915667914,Almino Slable,1529,1,16,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1.6828640362346887,-2.018785307608804,0.1695052870623885,-0.8638443848110231,0,1,0
0,48.0,0,0.0019564428244809,0.0,0.0015768822340025,0.0,0.0003077302652173,Vane Andley,5333,1,862,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0.4016274518427457,1.8072987960922544,0.0214387390443952,0.3494930012698184,0,0,1
0,41.0,0,0.0005141120045341,0.0010374051788288,0.0,0.0010532366250874,0.0009215931326787,Celavar Fulacid,5021,1,167,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,2.3631647276392465,-1.6920654008553977,-0.3767416200327045,-0.593242587614544,0,1,0
1,35.0,0,0.0,0.0,0.0,0.0,0.0,Castab Sedece,5602,1,190,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,-1.275024919123953,-0.3208334646801117,0.0802702071423516,0.0533686406982067,1,0,0
1,22.0,0,0.0,0.0,0.0,0.0,0.0,Wayney Charryerry,5496,1,882,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,-1.540674328702166,-0.3010138606744971,-0.0004316693985767,-0.003996146235412,1,0,0
0,24.0,0,0.0,0.000586518720966,0.0032770735142935,0.0,0.0,Olly Wagnerray,5645,1,1078,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0.2319333628987716,1.0532541990814963,1.9552989049504383,-1.325827316425972,0,0,1
1,27.0,0,0.0,0.0,0.0,0.0,0.0,Alchium Ressighty,2706,1,102,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,-1.4385014788643915,-0.3086367852920411,0.0306075138863957,0.0180672333544413,1,0,0
0,45.0,0,0.0005723520275315,0.0011069620633416,0.0,0.0008346812791525,0.0009689836102942,Hadalm Oppont,8043,1,97,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,2.4045221555966823,-1.6731313107258268,-0.1536612024730337,-0.7843943165481042,0,1,0
1,24.0,0,0.0,0.0,0.0,0.0,0.0,Slix Seen,1859,1,357,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,-1.4998051887670558,-0.3040630305215148,0.0119840039154121,0.0048292056005293,1,0,0
0,51.0,0,0.0017155737794767,0.0001704341534958,0.0012111113531776,0.0012087064539458,0.0,Min Nichoan,2944,1,559,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1.3287692184262674,1.085740431565236,-1.246645956286461,0.2707814318636081,0,0,1
0,26.0,1,0.0020994219946507,0.0007513575701081,0.0022836831820654,0.0,0.0006537848844603,Bases Batte,1687,1,334,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1.584488875488363,1.5133295044718869,0.5388810494569592,-0.9930637244966326,0,0,1
0,38.0,0,0.0,0.0008433365179869,0.0,0.0,0.0012864799316548,Zubeneb Pasharne,3474,2,110,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1.2503666362967212,-1.79737448678919,1.0509530838872776,-0.2803857140489935,0,1,0
1,28.0,0,0.0,0.0,0.0,0.0,0.0,Betenar Listive,9038,1,106,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.4180669088968367,-0.3101613702155501,0.0368153505433901,0.0224799092724121,1,0,0
0,30.0,0,0.0021565431522356,0.0,0.0014679236559237,0.0,0.0,Sallie Handertiz,2396,2,386,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,-0.2414729440083191,2.106167310035883,-0.4696508030833612,-0.0886690310226708,0,0,1
0,24.0,0,0.0,0.0009680914229004,0.0021462240459392,0.0009793756798177,0.0,Hallah Sorbitter,316,1,9,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1.3513919999895971,-0.2045581196035641,0.5198648694946094,-1.6320917319138943,0,1,0
0,25.0,0,0.0,0.0,0.0002962990491204,0.0012573915356611,0.0005595700365859,Leene Schwardson,1850,2,356,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0.3423978915746354,-0.8670052509675753,-0.5735478108506419,1.2798671750934951,0,1,0
1,26.0,0,0.0,0.0,0.0,0.0,0.0,Elara Jarvey,6099,1,992,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,-1.4589360488319465,-0.3071122003685324,0.0243996772294012,0.0136545574364706,1,0,0
1,37.0,0,0.0,0.0,0.0,0.0,0.0,Denuts Stité,8631,1,553,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,-1.2341557791888431,-0.3238826345271293,0.0926858804563406,0.062193992534148,1,0,0
1,33.0,0,0.0,0.0,0.0,0.0,0.0,Anamse Cha,4008,1,760,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,-1.3158940590590626,-0.317784294833094,0.0678545338283627,0.0445432888622654,1,0,0
0,26.0,0,0.0,0.0,0.0,0.0,0.0,Kleeiak Couseced,3797,1,122,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,-1.4589360488319465,-0.3071122003685324,0.0243996772294012,0.0136545574364706,1,0,0
0,19.0,0,0.0024291160410399,0.0,0.0021462240459392,0.0,0.0,Mondax Botie,6211,1,193,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,-0.1837904837375079,2.7059429248832005,-0.3263605934043963,-0.1620914345848325,0,0,1
0,52.0,0,0.0,0.0007955346763277,0.0,0.0,0.0010272931234442,Bobara Alshipson,6031,1,1146,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1.2082055216948355,-1.62339165950136,0.9668902891017804,-0.4122676662576069,0,1,0
0,19.0,0,0.0020138663233015,0.0003055000245623,0.0,0.0011022787653509,0.0009255597646743,Sterry Brenney,5834,1,1206,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1.4571985852869616,0.0388260573968028,-1.6140639531389758,0.8555546103050803,0,1,0
0,68.0,0,0.0,0.0006957895002101,0.0,0.0014212810798234,0.0004532515808699,Elany Hanghanson,2056,3,407,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,2.1410618515290056,-1.6633085880521292,-0.5659743794574976,-0.0653489747723064,0,1,0
1,35.0,0,0.0,0.0,0.0,0.0,0.0,Shelle Casonston,5679,2,920,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,-1.275024919123953,-0.3208334646801117,0.0802702071423516,0.0533686406982067,1,0,0
0,25.0,0,0.0023541139237335,0.0009539319930793,0.0029300252216449,0.0001320295433014,0.0009659111217152,Skatik Supred,3050,1,191,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,2.549590195316158,1.6700691936929757,0.8515211398437953,-1.034026279859195,0,0,1
1,31.0,0,0.0,0.0,0.0,0.0,0.0,Miten Kniva,1785,1,107,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,-1.3567631989941724,-0.3147351249860767,0.0554388605143737,0.0357179370263242,1,0,0
1,44.0,0,0.0,0.0,0.0,0.0,0.0,Taurah Kiling,7837,1,306,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,-1.0911137894159595,-0.3345547289916908,0.136140737055302,0.0930827239599428,1,0,0
1,2.0,0,0.0,0.0,0.0,0.0,0.0,Searla Hoppers,6328,2,1020,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,-1.9493657280532624,-0.270522162204321,-0.1245884025384665,-0.0922496645948255,1,0,0
0,41.0,0,0.0,0.0006418023119387,0.0,0.0013956584822415,0.0013944866620201,Alik Spedlinale,1417,1,54,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,2.4439909965181674,-2.134813977719198,-0.1289224684967791,0.9970673292099326,0,1,0
0,1.0,0,0.0,0.0,0.0,0.0,0.0,Yolace Clemondsey,3499,2,574,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,-1.9698002980208176,-0.2689975772808122,-0.1307962391954611,-0.0966623405127962,1,0,0
0,22.0,0,0.0006642479657308,0.0005073992039544,0.0020131789605284,0.0012502724843583,0.0,Jodia Evedorsen,4036,1,662,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1.113232930465408,0.5119766695813738,-0.2992622807392577,-0.5349716515024989,0,0,1
0,4.0,0,0.0,0.0,0.0,0.0,0.0,Toisps Prin,5142,4,1050,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,-1.908496588118153,-0.2735713320513387,-0.1121727292244776,-0.0834243127588841,1,0,0
0,2.0,0,0.0,0.0,0.0,0.0,0.0,Ernard Nichoan,2944,2,469,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,-1.9493657280532624,-0.270522162204321,-0.1245884025384665,-0.0922496645948255,1,0,0
1,38.0,0,0.0,0.0,0.0,0.0,0.0,Cineys Ble,1056,1,218,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,-1.2137212092212886,-0.3254072194506381,0.098893717113335,0.0666066684521187,1,0,0
0,22.0,0,0.0020781800020853,0.0005387362316568,0.0,0.0,0.0001190463169703,Ianya Callowery,8020,1,1661,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.0176051786595604,0.7165094242319603,-1.1293796480971845,-1.118250326140249,0,0,1
1,38.0,0,0.0,0.0,0.0,0.0,0.0,Grany Cla,682,1,121,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,-1.2137212092212886,-0.3254072194506381,0.098893717113335,0.0666066684521187,1,0,0
0,57.0,0,0.0020861957846383,0.0007444077555893,0.0,0.0,0.0009616567118268,Jeanie Loway,5471,1,877,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1.871858772893209,-0.0076063202078001,-0.3526962276613889,-0.4430696998865102,0,1,0
1,29.0,0,0.0,0.0,0.0,0.0,0.0,Feline Mcneiderson,3136,1,514,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,-1.397632338929282,-0.3116859551390589,0.0430231872003846,0.0268925851903827,1,0,0
0,22.0,0,0.0,0.0,0.0,0.0,0.0,Comats Sepie,2421,1,145,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,-1.540674328702166,-0.3010138606744971,-0.0004316693985767,-0.003996146235412,1,0,0
1,13.0,0,0.0,0.0,0.0,0.0,0.0,Mirark Fuelisent,5307,1,204,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,-1.724585458410159,-0.2872925963629179,-0.0563021993115271,-0.0437102294971481,1,0,0
0,29.0,0,0.0018078409388087,0.000774858183128,0.0021462240459392,0.0,0.0,Pattin Bradlerson,5673,1,1083,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0.8799152149389925,1.5892178800738177,0.255299571585724,-1.7643011251121372,0,0,1
1,28.0,0,0.0,0.0,0.0,0.0,0.0,Gordo Freder,5619,1,908,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,-1.4180669088968367,-0.3101613702155501,0.0368153505433901,0.0224799092724121,1,0,0
1,62.0,0,0.0,0.0,0.0,0.0,0.0,Healls Sache,3230,1,674,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,-0.7232915299999724,-0.3619972576148492,0.247881796881203,0.172510890483415,1,0,0
1,17.0,0,0.0,0.0,0.0,0.0,0.0,Taurak Ballexy,5927,5,201,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,-1.64284717853994,-0.2933909360569532,-0.0314708526835493,-0.0260595258252654,1,0,0
1,27.0,0,0.0,0.0,0.0,0.0,0.0,Alrairk Proorbeng,2274,1,79,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,-1.4385014788643915,-0.3086367852920411,0.0306075138863957,0.0180672333544413,1,0,0
1,18.0,0,0.0,0.0,0.0,0.0,0.0,Sallos Purie,7536,1,1440,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,-1.622412608572385,-0.294915520980462,-0.0252630160265547,-0.0216468499072946,1,0,0
1,1.0,0,0.0,0.0,0.0,0.0,0.0,Ivanne Frazie,8050,2,1300,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,-1.9698002980208176,-0.2689975772808122,-0.1307962391954611,-0.0966623405127962,1,0,0
0,24.0,0,0.0003509360389545,0.0,0.0,0.0007562547216829,0.0011094726413701,Debora Farrez,6601,1,1372,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.4456336195947138,-0.9469607958553206,-0.1774180268813046,1.6429565909702766,0,1,0
0,33.0,0,0.0021121222783541,0.0007299740843976,0.0009392457637105,0.0,0.0,Rowl Flaie,5396,1,1109,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.6614284504517854,1.1661758675096934,-0.5961131519987087,-1.6388036406594924,0,0,1
0,41.0,0,0.0,0.0005432622244921,0.0005925980982409,0.0,0.001129731448299,Rayle Pugherman,1659,1,313,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0.9066981807588916,-1.1256390034151311,1.253211885827978,0.1893643653689514,0,1,0
0,43.0,0,0.0022236868143024,0.0005778876511627,0.0027177815489379,0.0012325473250708,0.0,Muld Sidie,8222,1,257,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,2.343592829750253,1.975778823953131,-0.7171669860404942,-0.6831340803315437,0,0,1
0,34.0,0,0.0017426245848477,0.0,0.0,0.0013259763056168,0.0008683977338511,Raceky Scotterkins,5689,1,1180,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1.402693616846435,0.0334005705878045,-1.6373402312309102,1.640237202769385,0,1,0
0,22.0,0,0.0,0.0008275265371447,0.0022496378006304,0.0,0.0009616567118268,Lindy Fishopper,2769,1,573,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1.2069779663882256,-0.2991819218157097,2.010212199917012,-0.7332461281988802,0,1,0
1,27.0,0,0.0,0.0,0.0,0.0,0.0,Johna Byerry,7634,1,1239,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,-1.4385014788643915,-0.3086367852920411,0.0306075138863957,0.0180672333544413,1,0,0
0,46.0,0,0.0022881733356907,0.0,0.001735714198622,0.0,0.0,Book Shrie,2339,1,475,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.2050359499959829,2.3296914063184544,-0.3017710532783503,-0.0289037153563402,0,0,1
0,37.0,0,0.0019877133089938,0.0,0.0014088686455657,0.0,0.0008178916161095,Sanney Hornettoney,3442,1,708,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.6564368477465484,1.4461965483129595,0.1596261648737006,0.8872249477800728,0,0,1
1,14.0,0,0.0,0.0,0.0,0.0,0.0,Loree Brighttt,743,1,111,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,-1.7041508884426044,-0.2888171812864267,-0.0500943626545326,-0.0392975535791774,1,0,0
1,22.0,0,0.0,0.0,0.0,0.0,0.0,Andrey Norrison,1307,1,193,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,-1.540674328702166,-0.3010138606744971,-0.0004316693985767,-0.003996146235412,1,0,0
1,60.0,0,0.0,0.0,0.0,0.0,0.0,Adharan Greded,8069,1,234,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,-0.7641606699350821,-0.3589480877678319,0.2354661235672141,0.1636855386474736,1,0,0
1,14.0,0,0.0,0.0,0.0,0.0,0.0,Glendy Welles,5489,1,881,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,-1.7041508884426044,-0.2888171812864267,-0.0500943626545326,-0.0392975535791774,1,0,0
0,24.0,0,0.0,0.0,0.0027380376848401,0.0,0.0007766060243965,Elly Hooperez,7946,1,1645,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0.0583057183437287,0.7697404254481461,2.0398612382498147,0.8402567941481405,0,0,1
1,24.0,0,0.0,0.0,0.0,0.0,0.0,Cathya Alshipson,1331,1,200,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,-1.4998051887670558,-0.3040630305215148,0.0119840039154121,0.0048292056005293,1,0,0
0,42.0,0,0.0,0.0009235509713465,0.0004696228818552,0.0015333633189933,0.0013401505613795,Mergak Headfair,2414,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,3.0582263574557214,-2.1160121518306205,0.0338275805949276,0.3914320675402966,0,1,0
1,28.0,0,0.0,0.0,0.0,0.0,0.0,Andyn Ballocks,8818,1,1427,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,-1.4180669088968367,-0.3101613702155501,0.0368153505433901,0.0224799092724121,1,0,0
0,38.0,0,0.0,0.0008085259923343,0.0,0.0,0.0,Eriey Weaves,2088,1,409,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,-0.1000130091924645,-0.9957074718001476,0.2368783135935267,-1.678625264258386,1,0,0
0,22.0,0,0.0020985272160581,0.0002392345798516,0.0018221642238405,0.0,0.0,Arla Morelly,6979,1,447,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0.0050279767629627,2.076441251099853,-0.2430686959528569,-0.644904879848196,0,0,1
0,27.0,0,0.0016640961095413,0.0,0.0,0.0,0.0010188484649975,Rald Colleruces,1053,1,199,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0.1500360948951872,0.3090086428433111,-0.3668827866834504,1.1146967021455172,0,0,1
1,24.0,0,0.0,0.0,0.0,0.0,0.0,Jayrin Cle,3765,1,709,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,-1.4998051887670558,-0.3040630305215148,0.0119840039154121,0.0048292056005293,1,0,0
0,39.0,0,0.0,0.0009540368926198,0.0,0.0007980385951127,0.0014889921398956,Batan Coning,119,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,2.371981114793771,-2.261096337631912,0.4988352116405883,0.1204139302810868,0,1,0
1,4.0,0,0.0,0.0,0.0,0.0,0.0,Mesh Fache,8272,2,1587,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,-1.908496588118153,-0.2735713320513387,-0.1121727292244776,-0.0834243127588841,1,0,0
1,11.0,0,0.0,0.0,0.0,0.0,0.0,Mirfark Geousty,2693,4,22,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,-1.7654545983452692,-0.2842434265159004,-0.0687178726255163,-0.0525355813330894,1,0,0
0,42.0,0,0.0012621684955155,0.0002392345798516,0.0019139234464608,0.0005887767199926,0.0010311527809543,Dandra Prinson,8683,1,1679,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1.7522186675392115,0.6765767526185348,0.5821677882591877,0.9554212521483256,0,0,1
1,37.0,0,0.0,0.0,0.0,0.0,0.0,Jonaye Carpennels,7080,1,1140,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,-1.2341557791888431,-0.3238826345271293,0.0926858804563406,0.062193992534148,1,0,0
